event_ts_timezone,cycle_time,act_missed,act_wrong_seq,activities,worker_presence,worker_absent,process_time,idle_time,target_cycle_time,batch_size,device_id,product_code,product_description,cm_site,building_floor_line,station_name,qpl,line_side,shift,op_id
2022-04-14 09:07:55,58.2055090689485,1,1,"{'1': {'event_ts_time_zone': 1649927231, 'time': 14.471756901090071, 'name': '01_waiting', 'sequence': 1, 'lean': 'NVA', 'target_time': 10}, '2': {'event_ts_time_zone': 1649927233, 'time': 2.1550282975793444, 'name': '02_pick up', 'sequence': 2, 'lean': 'RNVA', 'target_time': 1}, '3': {'event_ts_time_zone': 1649927236, 'time': 3.0149055320742075, 'name': '03_place on fixture', 'sequence': 3, 'lean': 'RNVA', 'target_time': 2.5}, '4': {'event_ts_time_zone': 1649927239, 'time': 2.8796105416853073, 'name': '04_pick up tool', 'sequence': 4, 'lean': 'RNVA', 'target_time': 2.5}, '5': {'event_ts_time_zone': 1649927240, 'time': 1.1862920800502268, 'name': '05_pick up screw', 'sequence': 5, 'lean': 'RNVA', 'target_time': 1}, '6': {'event_ts_time_zone': 1649927251, 'time': 10.651630094476399, 'name': '06_place scew', 'sequence': 6, 'lean': 'VA', 'target_time': 5}, '7': {'event_ts_time_zone': 1649927265, 'time': 14.10109076293875, 'name': '07_screw operation', 'sequence': 7, 'lean': 'VA', 'target_time': 10}, '8': {'event_ts_time_zone': 1649927266, 'time': 0.828995125801701, 'name': '08_put back tool', 'sequence': 8, 'lean': 'RNVA', 'target_time': 1}, '9': {'event_ts_time_zone': 1649927270, 'time': 4.604969344817768, 'name': '09_remove from fixture', 'sequence': 9, 'lean': 'RNVA', 'target_time': 3}, '10': {'event_ts_time_zone': 1649927274, 'time': 3.153878606326788, 'name': '10_inspection', 'sequence': 10, 'lean': 'RNVA', 'target_time': 3}, '11': {'event_ts_time_zone': 1649927275, 'time': 1.1573517821079393, 'name': '11_return item', 'sequence': 11, 'lean': 'RNVA', 'target_time': 1}}",58.2055090689485,0,-1,-1,40.0,1,0123,phone2022,A12345678,LXKS,C02-2FT-02,AE-33,2,A,0700-1800,2-0700-1800
2022-04-14 09:08:39,43.77465035932457,0,0,"{'1': {'event_ts_time_zone': 1649927285, 'time': 10.014215684876845, 'name': '01_waiting', 'sequence': 1, 'lean': 'NVA', 'target_time': 10}, '2': {'event_ts_time_zone': 1649927286, 'time': 1.1289143140702713, 'name': '02_pick up', 'sequence': 2, 'lean': 'RNVA', 'target_time': 1}, '3': {'event_ts_time_zone': 1649927289, 'time': 3.290256211158299, 'name': '03_place on fixture', 'sequence': 3, 'lean': 'RNVA', 'target_time': 2.5}, '4': {'event_ts_time_zone': 1649927292, 'time': 2.34815979159445, 'name': '04_pick up tool', 'sequence': 4, 'lean': 'RNVA', 'target_time': 2.5}, '5': {'event_ts_time_zone': nan, 'time': nan, 'name': nan, 'sequence': nan, 'lean': nan, 'target_time': nan}, '6': {'event_ts_time_zone': 1649927297, 'time': 4.9580482269440855, 'name': '06_place scew', 'sequence': 5, 'lean': 'VA', 'target_time': 5}, '7': {'event_ts_time_zone': 1649927312, 'time': 15.363795120779713, 'name': '07_screw operation', 'sequence': 6, 'lean': 'VA', 'target_time': 10}, '8': {'event_ts_time_zone': 1649927313, 'time': 0.8189213870539161, 'name': '08_put back tool', 'sequence': 7, 'lean': 'RNVA', 'target_time': 1}, '9': {'event_ts_time_zone': 1649927316, 'time': 3.4401788197213357, 'name': '09_remove from fixture', 'sequence': 8, 'lean': 'RNVA', 'target_time': 3}, '10': {'event_ts_time_zone': nan, 'time': nan, 'name': nan, 'sequence': nan, 'lean': nan, 'target_time': nan}, '11': {'event_ts_time_zone': 1649927319, 'time': 2.4121608031256434, 'name': '11_return item', 'sequence': 9, 'lean': 'RNVA', 'target_time': 1}}",43.77465035932457,0,-1,-1,40.0,1,0123,phone2022,A12345678,LXKS,C02-2FT-02,AE-33,2,A,0700-1800,2-0700-1800
2022-04-14 09:09:19,40.073318041910035,0,0,"{'1': {'event_ts_time_zone': 1649927327, 'time': 8.16695009779907, 'name': '01_waiting', 'sequence': 1, 'lean': 'NVA', 'target_time': 10}, '2': {'event_ts_time_zone': 1649927328, 'time': 1.3342399765712374, 'name': '02_pick up', 'sequence': 2, 'lean': 'RNVA', 'target_time': 1}, '3': {'event_ts_time_zone': 1649927331, 'time': 3.0307787070866583, 'name': '03_place on fixture', 'sequence': 3, 'lean': 'RNVA', 'target_time': 2.5}, '4': {'event_ts_time_zone': 1649927336, 'time': 4.615758454719495, 'name': '04_pick up tool', 'sequence': 4, 'lean': 'RNVA', 'target_time': 2.5}, '5': {'event_ts_time_zone': 1649927337, 'time': 1.3018093006570801, 'name': '05_pick up screw', 'sequence': 5, 'lean': 'RNVA', 'target_time': 1}, '6': {'event_ts_time_zone': 1649927342, 'time': 4.66019917507572, 'name': '06_place scew', 'sequence': 6, 'lean': 'VA', 'target_time': 5}, '7': {'event_ts_time_zone': 1649927352, 'time': 10.635781915466389, 'name': '07_screw operation', 'sequence': 7, 'lean': 'VA', 'target_time': 10}, '8': {'event_ts_time_zone': nan, 'time': nan, 'name': nan, 'sequence': nan, 'lean': nan, 'target_time': nan}, '9': {'event_ts_time_zone': 1649927355, 'time': 2.6923071398938756, 'name': '09_remove from fixture', 'sequence': 8, 'lean': 'RNVA', 'target_time': 3}, '10': {'event_ts_time_zone': 1649927358, 'time': 2.6819025239727243, 'name': '10_inspection', 'sequence': 9, 'lean': 'RNVA', 'target_time': 3}, '11': {'event_ts_time_zone': 1649927359, 'time': 0.9535907506677832, 'name': '11_return item', 'sequence': 10, 'lean': 'RNVA', 'target_time': 1}}",40.073318041910035,0,-1,-1,40.0,1,0123,phone2022,A12345678,LXKS,C02-2FT-02,AE-33,2,A,0700-1800,2-0700-1800
2022-04-14 09:10:01,42.37816262765518,1,1,"{'1': {'event_ts_time_zone': 1649927369, 'time': 10.169263383249517, 'name': '01_waiting', 'sequence': 1, 'lean': 'NVA', 'target_time': 10}, '2': {'event_ts_time_zone': 1649927370, 'time': 1.502418418376736, 'name': '02_pick up', 'sequence': 2, 'lean': 'RNVA', 'target_time': 1}, '3': {'event_ts_time_zone': 1649927373, 'time': 2.272641477566358, 'name': '03_place on fixture', 'sequence': 3, 'lean': 'RNVA', 'target_time': 2.5}, '4': {'event_ts_time_zone': 1649927375, 'time': 2.006521126955523, 'name': '04_pick up tool', 'sequence': 4, 'lean': 'RNVA', 'target_time': 2.5}, '5': {'event_ts_time_zone': 1649927375, 'time': 0.8481068288862718, 'name': '05_pick up screw', 'sequence': 5, 'lean': 'RNVA', 'target_time': 1}, '6': {'event_ts_time_zone': 1649927380, 'time': 4.433506503559093, 'name': '06_place scew', 'sequence': 6, 'lean': 'VA', 'target_time': 5}, '7': {'event_ts_time_zone': 1649927391, 'time': 11.037543710749336, 'name': '07_screw operation', 'sequence': 7, 'lean': 'VA', 'target_time': 10}, '8': {'event_ts_time_zone': 1649927392, 'time': 1.5853418309768377, 'name': '08_put back tool', 'sequence': 8, 'lean': 'RNVA', 'target_time': 1}, '9': {'event_ts_time_zone': 1649927397, 'time': 4.286065301707722, 'name': '09_remove from fixture', 'sequence': 9, 'lean': 'RNVA', 'target_time': 3}, '10': {'event_ts_time_zone': 1649927400, 'time': 2.7731604524571023, 'name': '10_inspection', 'sequence': 10, 'lean': 'RNVA', 'target_time': 3}, '11': {'event_ts_time_zone': 1649927401, 'time': 1.4635935931706834, 'name': '11_return item', 'sequence': 11, 'lean': 'RNVA', 'target_time': 1}}",42.37816262765518,0,-1,-1,40.0,1,0123,phone2022,A12345678,LXKS,C02-2FT-02,AE-33,2,A,0700-1800,2-0700-1800
2022-04-14 09:10:46,44.82933870618641,1,1,"{'1': {'event_ts_time_zone': 1649927410, 'time': 8.554817729926741, 'name': '01_waiting', 'sequence': 1, 'lean': 'NVA', 'target_time': 10}, '2': {'event_ts_time_zone': 1649927412, 'time': 2.4388043222674822, 'name': '02_pick up', 'sequence': 2, 'lean': 'RNVA', 'target_time': 1}, '3': {'event_ts_time_zone': 1649927414, 'time': 2.1193870193587085, 'name': '03_place on fixture', 'sequence': 3, 'lean': 'RNVA', 'target_time': 2.5}, '4': {'event_ts_time_zone': 1649927416, 'time': 2.370859689404017, 'name': '04_pick up tool', 'sequence': 4, 'lean': 'RNVA', 'target_time': 2.5}, '5': {'event_ts_time_zone': 1649927417, 'time': 0.905084562010181, 'name': '05_pick up screw', 'sequence': 5, 'lean': 'RNVA', 'target_time': 1}, '6': {'event_ts_time_zone': 1649927428, 'time': 10.24776094002926, 'name': '06_place scew', 'sequence': 6, 'lean': 'VA', 'target_time': 5}, '7': {'event_ts_time_zone': 1649927438, 'time': 10.458100678293016, 'name': '07_screw operation', 'sequence': 7, 'lean': 'VA', 'target_time': 10}, '8': {'event_ts_time_zone': 1649927440, 'time': 1.6108445299329386, 'name': '08_put back tool', 'sequence': 8, 'lean': 'RNVA', 'target_time': 1}, '9': {'event_ts_time_zone': 1649927442, 'time': 2.5759117819266732, 'name': '09_remove from fixture', 'sequence': 9, 'lean': 'RNVA', 'target_time': 3}, '10': {'event_ts_time_zone': 1649927445, 'time': 2.667085302607015, 'name': '10_inspection', 'sequence': 10, 'lean': 'RNVA', 'target_time': 3}, '11': {'event_ts_time_zone': 1649927446, 'time': 0.8806821504303847, 'name': '11_return item', 'sequence': 11, 'lean': 'RNVA', 'target_time': 1}}",44.82933870618641,0,-1,-1,40.0,1,0123,phone2022,A12345678,LXKS,C02-2FT-02,AE-33,2,A,0700-1800,2-0700-1800
2022-04-14 09:11:21,35.14679264471076,1,1,"{'1': {'event_ts_time_zone': 1649927455, 'time': 8.743073481562542, 'name': '01_waiting', 'sequence': 1, 'lean': 'NVA', 'target_time': 10}, '2': {'event_ts_time_zone': 1649927455, 'time': 0.8374459132178057, 'name': '02_pick up', 'sequence': 2, 'lean': 'RNVA', 'target_time': 1}, '3': {'event_ts_time_zone': 1649927457, 'time': 2.015842148830745, 'name': '03_place on fixture', 'sequence': 3, 'lean': 'RNVA', 'target_time': 2.5}, '4': {'event_ts_time_zone': 1649927459, 'time': 2.0178172812702773, 'name': '04_pick up tool', 'sequence': 4, 'lean': 'RNVA', 'target_time': 2.5}, '5': {'event_ts_time_zone': 1649927460, 'time': 0.9233119369583171, 'name': '05_pick up screw', 'sequence': 5, 'lean': 'RNVA', 'target_time': 1}, '6': {'event_ts_time_zone': 1649927465, 'time': 4.1538089443324, 'name': '06_place scew', 'sequence': 6, 'lean': 'VA', 'target_time': 5}, '7': {'event_ts_time_zone': 1649927473, 'time': 8.352833865440433, 'name': '07_screw operation', 'sequence': 7, 'lean': 'VA', 'target_time': 10}, '8': {'event_ts_time_zone': 1649927474, 'time': 1.490589628359742, 'name': '08_put back tool', 'sequence': 8, 'lean': 'RNVA', 'target_time': 1}, '9': {'event_ts_time_zone': 1649927477, 'time': 2.516709986875726, 'name': '09_remove from fixture', 'sequence': 9, 'lean': 'RNVA', 'target_time': 3}, '10': {'event_ts_time_zone': 1649927480, 'time': 3.0721343790572884, 'name': '10_inspection', 'sequence': 10, 'lean': 'RNVA', 'target_time': 3}, '11': {'event_ts_time_zone': 1649927481, 'time': 1.0232250788054782, 'name': '11_return item', 'sequence': 11, 'lean': 'RNVA', 'target_time': 1}}",35.14679264471076,0,-1,-1,40.0,1,0123,phone2022,A12345678,LXKS,C02-2FT-02,AE-33,2,A,0700-1800,2-0700-1800
2022-04-14 09:11:55,34.195237994816424,0,0,"{'1': {'event_ts_time_zone': 1649927489, 'time': 8.295591563282976, 'name': '01_waiting', 'sequence': 1, 'lean': 'NVA', 'target_time': 10}, '2': {'event_ts_time_zone': 1649927490, 'time': 1.045055839778995, 'name': '02_pick up', 'sequence': 2, 'lean': 'RNVA', 'target_time': 1}, '3': {'event_ts_time_zone': nan, 'time': nan, 'name': nan, 'sequence': nan, 'lean': nan, 'target_time': nan}, '4': {'event_ts_time_zone': 1649927493, 'time': 2.6353656641031336, 'name': '04_pick up tool', 'sequence': 3, 'lean': 'RNVA', 'target_time': 2.5}, '5': {'event_ts_time_zone': 1649927494, 'time': 0.8668362938237989, 'name': '05_pick up screw', 'sequence': 4, 'lean': 'RNVA', 'target_time': 1}, '6': {'event_ts_time_zone': 1649927500, 'time': 6.689684865251875, 'name': '06_place scew', 'sequence': 5, 'lean': 'VA', 'target_time': 5}, '7': {'event_ts_time_zone': 1649927510, 'time': 9.080114219700153, 'name': '07_screw operation', 'sequence': 6, 'lean': 'VA', 'target_time': 10}, '8': {'event_ts_time_zone': 1649927511, 'time': 1.7000830832235807, 'name': '08_put back tool', 'sequence': 7, 'lean': 'RNVA', 'target_time': 1}, '9': {'event_ts_time_zone': 1649927514, 'time': 2.882556195240712, 'name': '09_remove from fixture', 'sequence': 8, 'lean': 'RNVA', 'target_time': 3}, '10': {'event_ts_time_zone': nan, 'time': nan, 'name': nan, 'sequence': nan, 'lean': nan, 'target_time': nan}, '11': {'event_ts_time_zone': 1649927515, 'time': 0.999950270411199, 'name': '11_return item', 'sequence': 9, 'lean': 'RNVA', 'target_time': 1}}",34.195237994816424,0,-1,-1,40.0,1,0123,phone2022,A12345678,LXKS,C02-2FT-02,AE-33,2,A,0700-1800,2-0700-1800
2022-04-14 09:12:34,39.272461147382444,0,0,"{'1': {'event_ts_time_zone': 1649927523, 'time': 8.010331161486683, 'name': '01_waiting', 'sequence': 1, 'lean': 'NVA', 'target_time': 10}, '2': {'event_ts_time_zone': 1649927524, 'time': 0.9596275072068933, 'name': '02_pick up', 'sequence': 2, 'lean': 'RNVA', 'target_time': 1}, '3': {'event_ts_time_zone': 1649927526, 'time': 2.0226756466181564, 'name': '03_place on fixture', 'sequence': 3, 'lean': 'RNVA', 'target_time': 2.5}, '4': {'event_ts_time_zone': 1649927528, 'time': 2.0504524237529034, 'name': '04_pick up tool', 'sequence': 4, 'lean': 'RNVA', 'target_time': 2.5}, '5': {'event_ts_time_zone': 1649927529, 'time': 1.0634889704346635, 'name': '05_pick up screw', 'sequence': 5, 'lean': 'RNVA', 'target_time': 1}, '6': {'event_ts_time_zone': 1649927535, 'time': 5.468147810326233, 'name': '06_place scew', 'sequence': 6, 'lean': 'VA', 'target_time': 5}, '7': {'event_ts_time_zone': 1649927546, 'time': 11.223945759064135, 'name': '07_screw operation', 'sequence': 7, 'lean': 'VA', 'target_time': 10}, '8': {'event_ts_time_zone': 1649927547, 'time': 1.4476093219339303, 'name': '08_put back tool', 'sequence': 8, 'lean': 'RNVA', 'target_time': 1}, '9': {'event_ts_time_zone': 1649927553, 'time': 5.584709772278077, 'name': '09_remove from fixture', 'sequence': 9, 'lean': 'RNVA', 'target_time': 3}, '10': {'event_ts_time_zone': nan, 'time': nan, 'name': nan, 'sequence': nan, 'lean': nan, 'target_time': nan}, '11': {'event_ts_time_zone': 1649927554, 'time': 1.4414727742807654, 'name': '11_return item', 'sequence': 10, 'lean': 'RNVA', 'target_time': 1}}",39.272461147382444,0,-1,-1,40.0,1,0123,phone2022,A12345678,LXKS,C02-2FT-02,AE-33,2,A,0700-1800,2-0700-1800
2022-04-14 09:13:19,44.238868213156955,1,1,"{'1': {'event_ts_time_zone': 1649927565, 'time': 10.769464958610905, 'name': '01_waiting', 'sequence': 1, 'lean': 'NVA', 'target_time': 10}, '2': {'event_ts_time_zone': 1649927569, 'time': 3.553523149616077, 'name': '02_pick up', 'sequence': 2, 'lean': 'RNVA', 'target_time': 1}, '3': {'event_ts_time_zone': 1649927571, 'time': 2.3653641883129817, 'name': '03_place on fixture', 'sequence': 3, 'lean': 'RNVA', 'target_time': 2.5}, '4': {'event_ts_time_zone': 1649927574, 'time': 2.594215869144329, 'name': '04_pick up tool', 'sequence': 4, 'lean': 'RNVA', 'target_time': 2.5}, '5': {'event_ts_time_zone': 1649927575, 'time': 1.1098489307471682, 'name': '05_pick up screw', 'sequence': 5, 'lean': 'RNVA', 'target_time': 1}, '6': {'event_ts_time_zone': 1649927582, 'time': 7.318318199896714, 'name': '06_place scew', 'sequence': 6, 'lean': 'VA', 'target_time': 5}, '7': {'event_ts_time_zone': 1649927590, 'time': 8.02593937302083, 'name': '07_screw operation', 'sequence': 7, 'lean': 'VA', 'target_time': 10}, '8': {'event_ts_time_zone': 1649927592, 'time': 1.5619546402947, 'name': '08_put back tool', 'sequence': 8, 'lean': 'RNVA', 'target_time': 1}, '9': {'event_ts_time_zone': 1649927594, 'time': 2.6511862147984298, 'name': '09_remove from fixture', 'sequence': 9, 'lean': 'RNVA', 'target_time': 3}, '10': {'event_ts_time_zone': 1649927597, 'time': 2.9340145045416004, 'name': '10_inspection', 'sequence': 10, 'lean': 'RNVA', 'target_time': 3}, '11': {'event_ts_time_zone': 1649927599, 'time': 1.3550381841732264, 'name': '11_return item', 'sequence': 11, 'lean': 'RNVA', 'target_time': 1}}",44.238868213156955,0,-1,-1,40.0,1,0123,phone2022,A12345678,LXKS,C02-2FT-02,AE-33,2,A,0700-1800,2-0700-1800
2022-04-14 09:14:01,42.79741159861094,0,0,"{'1': {'event_ts_time_zone': 1649927616, 'time': 17.68893883137602, 'name': '01_waiting', 'sequence': 1, 'lean': 'NVA', 'target_time': 10}, '2': {'event_ts_time_zone': 1649927617, 'time': 0.8782243710338102, 'name': '02_pick up', 'sequence': 2, 'lean': 'RNVA', 'target_time': 1}, '3': {'event_ts_time_zone': 1649927619, 'time': 2.2437820940599904, 'name': '03_place on fixture', 'sequence': 3, 'lean': 'RNVA', 'target_time': 2.5}, '4': {'event_ts_time_zone': 1649927622, 'time': 2.2254758397799925, 'name': '04_pick up tool', 'sequence': 4, 'lean': 'RNVA', 'target_time': 2.5}, '5': {'event_ts_time_zone': 1649927623, 'time': 0.8053367200366792, 'name': '05_pick up screw', 'sequence': 5, 'lean': 'RNVA', 'target_time': 1}, '6': {'event_ts_time_zone': 1649927627, 'time': 4.692562828317787, 'name': '06_place scew', 'sequence': 6, 'lean': 'VA', 'target_time': 5}, '7': {'event_ts_time_zone': 1649927637, 'time': 9.659371915801641, 'name': '07_screw operation', 'sequence': 7, 'lean': 'VA', 'target_time': 10}, '8': {'event_ts_time_zone': 1649927638, 'time': 0.8269666068243908, 'name': '08_put back tool', 'sequence': 8, 'lean': 'RNVA', 'target_time': 1}, '9': {'event_ts_time_zone': 1649927641, 'time': 2.9162464462999957, 'name': '09_remove from fixture', 'sequence': 9, 'lean': 'RNVA', 'target_time': 3}, '10': {'event_ts_time_zone': nan, 'time': nan, 'name': nan, 'sequence': nan, 'lean': nan, 'target_time': nan}, '11': {'event_ts_time_zone': 1649927641, 'time': 0.8605059450806414, 'name': '11_return item', 'sequence': 10, 'lean': 'RNVA', 'target_time': 1}}",42.79741159861094,0,-1,-1,40.0,1,0123,phone2022,A12345678,LXKS,C02-2FT-02,AE-33,2,A,0700-1800,2-0700-1800
2022-04-14 09:14:48,46.33669726122565,1,1,"{'1': {'event_ts_time_zone': 1649927655, 'time': 13.069318239597859, 'name': '01_waiting', 'sequence': 1, 'lean': 'NVA', 'target_time': 10}, '2': {'event_ts_time_zone': 1649927655, 'time': 0.9569347615827702, 'name': '02_pick up', 'sequence': 2, 'lean': 'RNVA', 'target_time': 1}, '3': {'event_ts_time_zone': 1649927660, 'time': 4.100534622489368, 'name': '03_place on fixture', 'sequence': 3, 'lean': 'RNVA', 'target_time': 2.5}, '4': {'event_ts_time_zone': 1649927662, 'time': 2.4918523914959994, 'name': '04_pick up tool', 'sequence': 4, 'lean': 'RNVA', 'target_time': 2.5}, '5': {'event_ts_time_zone': 1649927663, 'time': 0.8239557889084023, 'name': '05_pick up screw', 'sequence': 5, 'lean': 'RNVA', 'target_time': 1}, '6': {'event_ts_time_zone': 1649927667, 'time': 4.135301521405753, 'name': '06_place scew', 'sequence': 6, 'lean': 'VA', 'target_time': 5}, '7': {'event_ts_time_zone': 1649927679, 'time': 11.919833750319505, 'name': '07_screw operation', 'sequence': 7, 'lean': 'VA', 'target_time': 10}, '8': {'event_ts_time_zone': 1649927680, 'time': 0.8448262905669734, 'name': '08_put back tool', 'sequence': 8, 'lean': 'RNVA', 'target_time': 1}, '9': {'event_ts_time_zone': 1649927683, 'time': 2.7785452382099094, 'name': '09_remove from fixture', 'sequence': 9, 'lean': 'RNVA', 'target_time': 3}, '10': {'event_ts_time_zone': 1649927687, 'time': 4.301598499236201, 'name': '10_inspection', 'sequence': 10, 'lean': 'RNVA', 'target_time': 3}, '11': {'event_ts_time_zone': 1649927688, 'time': 0.9139961574129081, 'name': '11_return item', 'sequence': 11, 'lean': 'RNVA', 'target_time': 1}}",46.33669726122565,0,-1,-1,40.0,1,0123,phone2022,A12345678,LXKS,C02-2FT-02,AE-33,2,A,0700-1800,2-0700-1800
2022-04-14 09:15:28,40.10683002569647,0,0,"{'1': {'event_ts_time_zone': 1649927696, 'time': 8.444789400756472, 'name': '01_waiting', 'sequence': 1, 'lean': 'NVA', 'target_time': 10}, '2': {'event_ts_time_zone': 1649927698, 'time': 1.8693780834681668, 'name': '02_pick up', 'sequence': 2, 'lean': 'RNVA', 'target_time': 1}, '3': {'event_ts_time_zone': 1649927703, 'time': 4.772730585938376, 'name': '03_place on fixture', 'sequence': 3, 'lean': 'RNVA', 'target_time': 2.5}, '4': {'event_ts_time_zone': 1649927706, 'time': 3.3055648427318065, 'name': '04_pick up tool', 'sequence': 4, 'lean': 'RNVA', 'target_time': 2.5}, '5': {'event_ts_time_zone': 1649927707, 'time': 0.8538941930396672, 'name': '05_pick up screw', 'sequence': 5, 'lean': 'RNVA', 'target_time': 1}, '6': {'event_ts_time_zone': 1649927712, 'time': 4.871231491370546, 'name': '06_place scew', 'sequence': 6, 'lean': 'VA', 'target_time': 5}, '7': {'event_ts_time_zone': 1649927724, 'time': 11.712935694640322, 'name': '07_screw operation', 'sequence': 7, 'lean': 'VA', 'target_time': 10}, '8': {'event_ts_time_zone': 1649927725, 'time': 0.8845743693537955, 'name': '08_put back tool', 'sequence': 8, 'lean': 'RNVA', 'target_time': 1}, '9': {'event_ts_time_zone': 1649927727, 'time': 2.477182681508677, 'name': '09_remove from fixture', 'sequence': 9, 'lean': 'RNVA', 'target_time': 3}, '10': {'event_ts_time_zone': nan, 'time': nan, 'name': nan, 'sequence': nan, 'lean': nan, 'target_time': nan}, '11': {'event_ts_time_zone': 1649927728, 'time': 0.9145486828886327, 'name': '11_return item', 'sequence': 10, 'lean': 'RNVA', 'target_time': 1}}",40.10683002569647,0,-1,-1,40.0,1,0123,phone2022,A12345678,LXKS,C02-2FT-02,AE-33,2,A,0700-1800,2-0700-1800
2022-04-14 09:16:09,41.39806631719948,1,1,"{'1': {'event_ts_time_zone': 1649927737, 'time': 9.24788952257353, 'name': '01_waiting', 'sequence': 1, 'lean': 'NVA', 'target_time': 10}, '2': {'event_ts_time_zone': 1649927738, 'time': 1.0282915416651452, 'name': '02_pick up', 'sequence': 2, 'lean': 'RNVA', 'target_time': 1}, '3': {'event_ts_time_zone': 1649927741, 'time': 2.5708157832492073, 'name': '03_place on fixture', 'sequence': 3, 'lean': 'RNVA', 'target_time': 2.5}, '4': {'event_ts_time_zone': 1649927745, 'time': 4.02031330170608, 'name': '04_pick up tool', 'sequence': 4, 'lean': 'RNVA', 'target_time': 2.5}, '5': {'event_ts_time_zone': 1649927746, 'time': 0.9112119200280624, 'name': '05_pick up screw', 'sequence': 5, 'lean': 'RNVA', 'target_time': 1}, '6': {'event_ts_time_zone': 1649927753, 'time': 6.856192105314777, 'name': '06_place scew', 'sequence': 6, 'lean': 'VA', 'target_time': 5}, '7': {'event_ts_time_zone': 1649927761, 'time': 8.67625004221275, 'name': '07_screw operation', 'sequence': 7, 'lean': 'VA', 'target_time': 10}, '8': {'event_ts_time_zone': 1649927763, 'time': 1.5648205819355898, 'name': '08_put back tool', 'sequence': 8, 'lean': 'RNVA', 'target_time': 1}, '9': {'event_ts_time_zone': 1649927765, 'time': 2.4818678229127804, 'name': '09_remove from fixture', 'sequence': 9, 'lean': 'RNVA', 'target_time': 3}, '10': {'event_ts_time_zone': 1649927768, 'time': 3.085192761310467, 'name': '10_inspection', 'sequence': 10, 'lean': 'RNVA', 'target_time': 3}, '11': {'event_ts_time_zone': 1649927769, 'time': 0.9552209342910812, 'name': '11_return item', 'sequence': 11, 'lean': 'RNVA', 'target_time': 1}}",41.39806631719948,0,-1,-1,40.0,1,0123,phone2022,A12345678,LXKS,C02-2FT-02,AE-33,2,A,0700-1800,2-0700-1800
2022-04-14 09:16:51,41.27991545207837,1,1,"{'1': {'event_ts_time_zone': 1649927777, 'time': 8.15900344495658, 'name': '01_waiting', 'sequence': 1, 'lean': 'NVA', 'target_time': 10}, '2': {'event_ts_time_zone': 1649927778, 'time': 0.9682827456384976, 'name': '02_pick up', 'sequence': 2, 'lean': 'RNVA', 'target_time': 1}, '3': {'event_ts_time_zone': 1649927781, 'time': 3.0139801724986364, 'name': '03_place on fixture', 'sequence': 3, 'lean': 'RNVA', 'target_time': 2.5}, '4': {'event_ts_time_zone': 1649927786, 'time': 4.945761116606546, 'name': '04_pick up tool', 'sequence': 4, 'lean': 'RNVA', 'target_time': 2.5}, '5': {'event_ts_time_zone': 1649927788, 'time': 1.3258975513499434, 'name': '05_pick up screw', 'sequence': 5, 'lean': 'RNVA', 'target_time': 1}, '6': {'event_ts_time_zone': 1649927792, 'time': 4.205525503880378, 'name': '06_place scew', 'sequence': 6, 'lean': 'VA', 'target_time': 5}, '7': {'event_ts_time_zone': 1649927803, 'time': 10.677081374862395, 'name': '07_screw operation', 'sequence': 7, 'lean': 'VA', 'target_time': 10}, '8': {'event_ts_time_zone': 1649927804, 'time': 1.1496220279684, 'name': '08_put back tool', 'sequence': 8, 'lean': 'RNVA', 'target_time': 1}, '9': {'event_ts_time_zone': 1649927807, 'time': 3.0991434804741815, 'name': '09_remove from fixture', 'sequence': 9, 'lean': 'RNVA', 'target_time': 3}, '10': {'event_ts_time_zone': 1649927810, 'time': 2.836073739777964, 'name': '10_inspection', 'sequence': 10, 'lean': 'RNVA', 'target_time': 3}, '11': {'event_ts_time_zone': 1649927811, 'time': 0.8995442940648474, 'name': '11_return item', 'sequence': 11, 'lean': 'RNVA', 'target_time': 1}}",41.27991545207837,0,-1,-1,40.0,1,0123,phone2022,A12345678,LXKS,C02-2FT-02,AE-33,2,A,0700-1800,2-0700-1800
